Date: 01-10-09

Time: 13:10:54



Exp. Conditions:

Cyclic voltammetry

Start potential (V) = .0000

First vertex potential (V) = 1.5000

Second vertex potential (V) = -.2979

Step potential (V) = .00244

Scan rate (V/s) = .15001

Equilibration time (s) = 1

Number of Data Points =  1474 



 Potential	  Scan 1   	  Scan 2   	  Scan 3   	  Scan 4   	  Scan 5   	  Scan 6   	  Scan 7   	  Scan 8   	  Scan 9   	  Scan 10   	  Scan 11   	  Scan 12   	  Scan 13   	  Scan 14   	  Scan 15   	  Scan 16   	  Scan 17   	  Scan 18   	  Scan 19   	  Scan 20   	


 0.844727	-1.120300E-05	-1.187439E-05	-1.223755E-05	-1.249390E-05	-1.270142E-05	-1.288147E-05	-1.302490E-05	-1.312866E-05	-1.323242E-05	-1.331787E-05	-1.340332E-05	-1.349182E-05	-1.354980E-05	-1.365662E-05	-1.369934E-05	-1.375427E-05	-1.380615E-05	-1.385193E-05	-1.389160E-05	-1.393127E-05

 0.842285	-1.118164E-05	-1.183167E-05	-1.217651E-05	-1.242371E-05	-1.261597E-05	-1.278381E-05	-1.291809E-05	-1.300659E-05	-1.310120E-05	-1.317749E-05	-1.325989E-05	-1.333618E-05	-1.339111E-05	-1.348572E-05	-1.352234E-05	-1.357422E-05	-1.362000E-05	-1.365967E-05	-1.369324E-05	-1.372681E-05

 0.839844	-1.113586E-05	-1.176147E-05	-1.208801E-05	-1.231689E-05	-1.249084E-05	-1.264343E-05	-1.276550E-05	-1.284485E-05	-1.292725E-05	-1.299438E-05	-1.307373E-05	-1.314087E-05	-1.318970E-05	-1.327820E-05	-1.330872E-05	-1.335144E-05	-1.339111E-05	-1.342163E-05	-1.345215E-05	-1.348267E-05

 0.837402	-1.106262E-05	-1.166382E-05	-1.196594E-05	-1.217041E-05	-1.232910E-05	-1.247253E-05	-1.258240E-05	-1.265259E-05	-1.272278E-05	-1.278076E-05	-1.284790E-05	-1.290894E-05	-1.295471E-05	-1.304016E-05	-1.306458E-05	-1.309814E-05	-1.313477E-05	-1.315613E-05	-1.318054E-05	-1.320190E-05

 0.834961	-1.095581E-05	-1.153564E-05	-1.181030E-05	-1.199646E-05	-1.213684E-05	-1.226196E-05	-1.235962E-05	-1.242676E-05	-1.248779E-05	-1.253662E-05	-1.259155E-05	-1.264954E-05	-1.268005E-05	-1.276245E-05	-1.277466E-05	-1.280518E-05	-1.284180E-05	-1.285706E-05	-1.287231E-05	-1.289673E-05

 0.832520	-1.082764E-05	-1.137085E-05	-1.162720E-05	-1.179199E-05	-1.191711E-05	-1.203003E-05	-1.211548E-05	-1.216736E-05	-1.222229E-05	-1.226501E-05	-1.230774E-05	-1.236267E-05	-1.238403E-05	-1.245728E-05	-1.246338E-05	-1.249084E-05	-1.251831E-05	-1.253357E-05	-1.254578E-05	-1.256714E-05

 0.830078	-1.067505E-05	-1.118469E-05	-1.141663E-05	-1.156921E-05	-1.167908E-05	-1.177368E-05	-1.184692E-05	-1.188354E-05	-1.192932E-05	-1.195984E-05	-1.200256E-05	-1.204834E-05	-1.206360E-05	-1.213074E-05	-1.213684E-05	-1.215820E-05	-1.217651E-05	-1.219177E-05	-1.219788E-05	-1.221619E-05

 0.827637	-1.050110E-05	-1.097107E-05	-1.118164E-05	-1.131592E-05	-1.140747E-05	-1.149597E-05	-1.155701E-05	-1.158142E-05	-1.161804E-05	-1.164246E-05	-1.167908E-05	-1.171570E-05	-1.172791E-05	-1.178894E-05	-1.178894E-05	-1.180725E-05	-1.181946E-05	-1.182861E-05	-1.183472E-05	-1.184387E-05

 0.825195	-1.030884E-05	-1.074524E-05	-1.093445E-05	-1.104126E-05	-1.112061E-05	-1.119385E-05	-1.124573E-05	-1.126709E-05	-1.129150E-05	-1.131287E-05	-1.134338E-05	-1.137085E-05	-1.138306E-05	-1.144104E-05	-1.143799E-05	-1.144714E-05	-1.146240E-05	-1.146240E-05	-1.146851E-05	-1.147156E-05

 0.822754	-1.010132E-05	-1.050720E-05	-1.066284E-05	-1.075745E-05	-1.081848E-05	-1.087952E-05	-1.092224E-05	-1.094055E-05	-1.096191E-05	-1.097107E-05	-1.099243E-05	-1.102295E-05	-1.102600E-05	-1.108093E-05	-1.107178E-05	-1.108093E-05	-1.109619E-05	-1.109314E-05	-1.109314E-05	-1.110229E-05

 0.820313	-9.878540E-06	-1.024475E-05	-1.037903E-05	-1.045532E-05	-1.050720E-05	-1.055908E-05	-1.059265E-05	-1.060486E-05	-1.062012E-05	-1.062927E-05	-1.064148E-05	-1.066895E-05	-1.066589E-05	-1.072083E-05	-1.070862E-05	-1.071472E-05	-1.072693E-05	-1.072693E-05	-1.072083E-05	-1.072998E-05

 0.817871	-9.640503E-06	-9.976196E-06	-1.008606E-05	-1.015320E-05	-1.019287E-05	-1.023254E-05	-1.026001E-05	-1.026306E-05	-1.027527E-05	-1.027527E-05	-1.028748E-05	-1.031494E-05	-1.030273E-05	-1.035767E-05	-1.034241E-05	-1.035156E-05	-1.036072E-05	-1.036072E-05	-1.035767E-05	-1.036682E-05

 0.815430	-9.393311E-06	-9.689331E-06	-9.790039E-06	-9.841919E-06	-9.869385E-06	-9.906006E-06	-9.930420E-06	-9.921265E-06	-9.927368E-06	-9.930420E-06	-9.939575E-06	-9.957886E-06	-9.954834E-06	-1.000366E-05	-9.988403E-06	-9.997559E-06	-1.000366E-05	-1.000366E-05	-1.000671E-05	-1.000671E-05

 0.812988	-9.140015E-06	-9.405518E-06	-9.487915E-06	-9.524536E-06	-9.542847E-06	-9.573364E-06	-9.591675E-06	-9.582520E-06	-9.585571E-06	-9.582520E-06	-9.594727E-06	-9.609985E-06	-9.606934E-06	-9.655762E-06	-9.640503E-06	-9.646606E-06	-9.655762E-06	-9.652710E-06	-9.655762E-06	-9.661865E-06

 0.810547	-8.880615E-06	-9.118652E-06	-9.182739E-06	-9.204102E-06	-9.216309E-06	-9.243774E-06	-9.255981E-06	-9.246826E-06	-9.246826E-06	-9.246826E-06	-9.252930E-06	-9.274292E-06	-9.265137E-06	-9.313965E-06	-9.301758E-06	-9.307861E-06	-9.320068E-06	-9.317017E-06	-9.317017E-06	-9.323120E-06

 0.808105	-8.615112E-06	-8.828735E-06	-8.874512E-06	-8.886719E-06	-8.892822E-06	-8.914185E-06	-8.923340E-06	-8.920288E-06	-8.920288E-06	-8.917236E-06	-8.917236E-06	-8.938599E-06	-8.926392E-06	-8.984375E-06	-8.969116E-06	-8.975220E-06	-8.990479E-06	-8.990479E-06	-8.990479E-06	-9.005737E-06

 0.805664	-8.349609E-06	-8.538818E-06	-8.569336E-06	-8.581543E-06	-8.584595E-06	-8.599854E-06	-8.605957E-06	-8.599854E-06	-8.599854E-06	-8.599854E-06	-8.599854E-06	-8.624268E-06	-8.609009E-06	-8.663940E-06	-8.648682E-06	-8.660889E-06	-8.679199E-06	-8.682251E-06	-8.688354E-06	-8.703613E-06

 0.803223	-8.090210E-06	-8.251953E-06	-8.276367E-06	-8.282471E-06	-8.282471E-06	-8.297729E-06	-8.303833E-06	-8.291626E-06	-8.291626E-06	-8.291626E-06	-8.297729E-06	-8.319092E-06	-8.306885E-06	-8.361816E-06	-8.352661E-06	-8.367920E-06	-8.383179E-06	-8.392334E-06	-8.401489E-06	-8.419800E-06

 0.800781	-7.833862E-06	-7.974243E-06	-7.992554E-06	-7.992554E-06	-7.986450E-06	-8.001709E-06	-8.010864E-06	-7.992554E-06	-7.992554E-06	-7.998657E-06	-8.004761E-06	-8.026123E-06	-8.020020E-06	-8.074951E-06	-8.068848E-06	-8.087158E-06	-8.105469E-06	-8.111572E-06	-8.129883E-06	-8.145142E-06

 0.798340	-7.583618E-06	-7.705688E-06	-7.714844E-06	-7.705688E-06	-7.699585E-06	-7.711792E-06	-7.720947E-06	-7.711792E-06	-7.714844E-06	-7.717896E-06	-7.727051E-06	-7.745361E-06	-7.745361E-06	-7.806396E-06	-7.800293E-06	-7.818604E-06	-7.843018E-06	-7.849121E-06	-7.867432E-06	-7.885742E-06

 0.795898	-7.330322E-06	-7.443237E-06	-7.443237E-06	-7.431030E-06	-7.421875E-06	-7.437134E-06	-7.440186E-06	-7.440186E-06	-7.443237E-06	-7.452393E-06	-7.455444E-06	-7.485962E-06	-7.479858E-06	-7.546997E-06	-7.540894E-06	-7.565308E-06	-7.595825E-06	-7.601929E-06	-7.620239E-06	-7.647705E-06

 0.793457	-7.089233E-06	-7.186890E-06	-7.177734E-06	-7.165527E-06	-7.162476E-06	-7.171631E-06	-7.180786E-06	-7.183838E-06	-7.189941E-06	-7.199097E-06	-7.202148E-06	-7.238770E-06	-7.232666E-06	-7.299805E-06	-7.296753E-06	-7.324219E-06	-7.357788E-06	-7.373047E-06	-7.391357E-06	-7.421875E-06

 0.791016	-6.857300E-06	-6.942749E-06	-6.930542E-06	-6.924438E-06	-6.918335E-06	-6.927490E-06	-6.939697E-06	-6.936646E-06	-6.945801E-06	-6.961060E-06	-6.967163E-06	-7.006836E-06	-6.997681E-06	-7.067871E-06	-7.067871E-06	-7.101440E-06	-7.131958E-06	-7.153320E-06	-7.177734E-06	-7.211304E-06

 0.788574	-6.631470E-06	-6.704712E-06	-6.692505E-06	-6.683350E-06	-6.677246E-06	-6.695557E-06	-6.704712E-06	-6.701660E-06	-6.713867E-06	-6.729126E-06	-6.744385E-06	-6.781006E-06	-6.781006E-06	-6.851196E-06	-6.857300E-06	-6.893921E-06	-6.924438E-06	-6.948853E-06	-6.979370E-06	-7.006836E-06

 0.786133	-6.417847E-06	-6.481934E-06	-6.472778E-06	-6.457520E-06	-6.451416E-06	-6.466675E-06	-6.481934E-06	-6.484985E-06	-6.494141E-06	-6.509399E-06	-6.533813E-06	-6.570435E-06	-6.576538E-06	-6.649780E-06	-6.658936E-06	-6.692505E-06	-6.732178E-06	-6.753540E-06	-6.784058E-06	-6.820679E-06

 0.783691	-6.216431E-06	-6.271362E-06	-6.256104E-06	-6.240845E-06	-6.234741E-06	-6.256104E-06	-6.271362E-06	-6.280518E-06	-6.292725E-06	-6.314087E-06	-6.335449E-06	-6.378174E-06	-6.381226E-06	-6.463623E-06	-6.469727E-06	-6.509399E-06	-6.552124E-06	-6.573486E-06	-6.607056E-06	-6.643677E-06

 0.781250	-6.018066E-06	-6.069946E-06	-6.051636E-06	-6.039429E-06	-6.036377E-06	-6.054688E-06	-6.072998E-06	-6.088257E-06	-6.106567E-06	-6.127930E-06	-6.146240E-06	-6.192017E-06	-6.198120E-06	-6.280518E-06	-6.292725E-06	-6.332397E-06	-6.378174E-06	-6.405640E-06	-6.436157E-06	-6.481934E-06

 0.778809	-5.828857E-06	-5.877686E-06	-5.859375E-06	-5.850220E-06	-5.850220E-06	-5.871582E-06	-5.889893E-06	-5.902100E-06	-5.923462E-06	-5.950928E-06	-5.969238E-06	-6.024170E-06	-6.027222E-06	-6.109619E-06	-6.121826E-06	-6.170654E-06	-6.213379E-06	-6.246948E-06	-6.283569E-06	-6.326294E-06

 0.776367	-5.654907E-06	-5.694580E-06	-5.679321E-06	-5.673218E-06	-5.676270E-06	-5.697632E-06	-5.718994E-06	-5.728149E-06	-5.755615E-06	-5.783081E-06	-5.810547E-06	-5.862427E-06	-5.868530E-06	-5.950928E-06	-5.969238E-06	-6.018066E-06	-6.060791E-06	-6.097412E-06	-6.134033E-06	-6.176758E-06

 0.773926	-5.493164E-06	-5.529785E-06	-5.514526E-06	-5.508423E-06	-5.508423E-06	-5.535889E-06	-5.557251E-06	-5.572510E-06	-5.593872E-06	-5.624390E-06	-5.661011E-06	-5.712891E-06	-5.725098E-06	-5.807495E-06	-5.825806E-06	-5.877686E-06	-5.920410E-06	-5.953979E-06	-5.993652E-06	-6.036377E-06

 0.771484	-5.346680E-06	-5.377197E-06	-5.361938E-06	-5.352783E-06	-5.358887E-06	-5.383301E-06	-5.407715E-06	-5.429077E-06	-5.453491E-06	-5.484009E-06	-5.517578E-06	-5.569458E-06	-5.584717E-06	-5.673218E-06	-5.694580E-06	-5.737305E-06	-5.789185E-06	-5.819702E-06	-5.859375E-06	-5.899048E-06

 0.769043	-5.197144E-06	-5.230713E-06	-5.209351E-06	-5.203247E-06	-5.209351E-06	-5.236816E-06	-5.264282E-06	-5.291748E-06	-5.322266E-06	-5.355835E-06	-5.386353E-06	-5.441284E-06	-5.453491E-06	-5.538940E-06	-5.560303E-06	-5.609131E-06	-5.661011E-06	-5.691528E-06	-5.731201E-06	-5.776978E-06

 0.766602	-5.062866E-06	-5.090332E-06	-5.072021E-06	-5.068970E-06	-5.078125E-06	-5.105591E-06	-5.136108E-06	-5.163574E-06	-5.194092E-06	-5.239868E-06	-5.261230E-06	-5.325317E-06	-5.331421E-06	-5.422974E-06	-5.441284E-06	-5.490112E-06	-5.541992E-06	-5.578613E-06	-5.615234E-06	-5.661011E-06

 0.764160	-4.934692E-06	-4.962158E-06	-4.946899E-06	-4.946899E-06	-4.959106E-06	-4.986572E-06	-5.017090E-06	-5.041504E-06	-5.078125E-06	-5.120850E-06	-5.151367E-06	-5.212402E-06	-5.221558E-06	-5.307007E-06	-5.331421E-06	-5.386353E-06	-5.429077E-06	-5.468750E-06	-5.502319E-06	-5.545044E-06

 0.761719	-4.816284E-06	-4.837341E-06	-4.823914E-06	-4.824829E-06	-4.837341E-06	-4.869995E-06	-4.910278E-06	-4.931641E-06	-4.965210E-06	-5.010986E-06	-5.047607E-06	-5.102539E-06	-5.120850E-06	-5.203247E-06	-5.230713E-06	-5.282593E-06	-5.328369E-06	-5.361938E-06	-5.401611E-06	-5.438232E-06

 0.759277	-4.713745E-06	-4.731445E-06	-4.721069E-06	-4.719543E-06	-4.731140E-06	-4.763489E-06	-4.795837E-06	-4.825745E-06	-4.859314E-06	-4.909363E-06	-4.949951E-06	-5.001831E-06	-5.023193E-06	-5.105591E-06	-5.133057E-06	-5.181885E-06	-5.227661E-06	-5.255127E-06	-5.297852E-06	-5.334473E-06

 0.756836	-4.612732E-06	-4.634705E-06	-4.618225E-06	-4.617004E-06	-4.630432E-06	-4.665833E-06	-4.699097E-06	-4.736938E-06	-4.769287E-06	-4.822998E-06	-4.847412E-06	-4.905701E-06	-4.925537E-06	-5.014038E-06	-5.035400E-06	-5.084229E-06	-5.136108E-06	-5.160522E-06	-5.197144E-06	-5.233765E-06

 0.754395	-4.521484E-06	-4.539795E-06	-4.525452E-06	-4.525452E-06	-4.543457E-06	-4.576111E-06	-4.609985E-06	-4.647522E-06	-4.686890E-06	-4.740295E-06	-4.761047E-06	-4.821777E-06	-4.830933E-06	-4.922485E-06	-4.946899E-06	-4.992676E-06	-5.041504E-06	-5.068970E-06	-5.102539E-06	-5.142212E-06

 0.751953	-4.435425E-06	-4.453735E-06	-4.438477E-06	-4.445496E-06	-4.462280E-06	-4.499207E-06	-4.532166E-06	-4.566040E-06	-4.601746E-06	-4.659729E-06	-4.684143E-06	-4.743347E-06	-4.752808E-06	-4.829712E-06	-4.852295E-06	-4.902649E-06	-4.953003E-06	-4.983521E-06	-5.017090E-06	-5.050659E-06

 0.749512	-4.360352E-06	-4.372559E-06	-4.363708E-06	-4.369202E-06	-4.389038E-06	-4.423523E-06	-4.459534E-06	-4.488220E-06	-4.526062E-06	-4.582214E-06	-4.610901E-06	-4.661865E-06	-4.676514E-06	-4.750977E-06	-4.775696E-06	-4.822083E-06	-4.862061E-06	-4.887085E-06	-4.920959E-06	-4.956055E-06

 0.747070	-4.291382E-06	-4.303894E-06	-4.294128E-06	-4.299011E-06	-4.314880E-06	-4.353027E-06	-4.387817E-06	-4.421692E-06	-4.455566E-06	-4.510193E-06	-4.541931E-06	-4.591064E-06	-4.608154E-06	-4.679871E-06	-4.700317E-06	-4.746094E-06	-4.784546E-06	-4.803772E-06	-4.837036E-06	-4.861145E-06

 0.744629	-4.231262E-06	-4.240417E-06	-4.231873E-06	-4.231873E-06	-4.251099E-06	-4.287109E-06	-4.322510E-06	-4.360962E-06	-4.394531E-06	-4.449463E-06	-4.476318E-06	-4.524536E-06	-4.535828E-06	-4.613037E-06	-4.628906E-06	-4.667969E-06	-4.712219E-06	-4.725647E-06	-4.753418E-06	-4.779968E-06

 0.742188	-4.169922E-06	-4.183044E-06	-4.169312E-06	-4.172668E-06	-4.190369E-06	-4.226990E-06	-4.260864E-06	-4.302368E-06	-4.337158E-06	-4.391174E-06	-4.410706E-06	-4.464722E-06	-4.471130E-06	-4.541931E-06	-4.557190E-06	-4.594727E-06	-4.636536E-06	-4.651794E-06	-4.676208E-06	-4.703674E-06

 0.739746	-4.115906E-06	-4.128113E-06	-4.115295E-06	-4.121094E-06	-4.141235E-06	-4.176636E-06	-4.210815E-06	-4.246216E-06	-4.279785E-06	-4.336243E-06	-4.354858E-06	-4.406433E-06	-4.407959E-06	-4.476624E-06	-4.489441E-06	-4.528503E-06	-4.564819E-06	-4.583740E-06	-4.603271E-06	-4.626465E-06

 0.737305	-4.067993E-06	-4.076843E-06	-4.067383E-06	-4.074402E-06	-4.093933E-06	-4.129944E-06	-4.160767E-06	-4.191284E-06	-4.226074E-06	-4.277954E-06	-4.302673E-06	-4.346313E-06	-4.351807E-06	-4.410400E-06	-4.427490E-06	-4.464417E-06	-4.491882E-06	-4.510803E-06	-4.534302E-06	-4.551697E-06

 0.734863	-4.026489E-06	-4.033508E-06	-4.024353E-06	-4.030457E-06	-4.046021E-06	-4.085693E-06	-4.116821E-06	-4.144897E-06	-4.173889E-06	-4.224854E-06	-4.283752E-06	-4.291077E-06	-4.298401E-06	-4.355774E-06	-4.368286E-06	-4.403992E-06	-4.430847E-06	-4.440613E-06	-4.462280E-06	-4.475098E-06

 0.732422	-3.988647E-06	-3.995361E-06	-3.986206E-06	-3.987122E-06	-4.001770E-06	-4.038696E-06	-4.069824E-06	-4.101868E-06	-4.130859E-06	-4.176636E-06	-4.230957E-06	-4.238586E-06	-4.241943E-06	-4.299622E-06	-4.311829E-06	-4.338379E-06	-4.367065E-06	-4.370117E-06	-4.390564E-06	-4.403992E-06

 0.729980	-3.948975E-06	-3.960266E-06	-3.945923E-06	-3.947144E-06	-3.960266E-06	-3.998413E-06	-4.024658E-06	-4.062500E-06	-4.086609E-06	-4.132996E-06	-4.154663E-06	-4.186096E-06	-4.187622E-06	-4.244995E-06	-4.248352E-06	-4.276428E-06	-4.306030E-06	-4.308472E-06	-4.322510E-06	-4.335632E-06

 0.727539	-3.914795E-06	-3.923035E-06	-3.911438E-06	-3.912354E-06	-3.926392E-06	-3.961792E-06	-3.988037E-06	-4.019470E-06	-4.048157E-06	-4.093933E-06	-4.104004E-06	-4.143677E-06	-4.134216E-06	-4.189148E-06	-4.193420E-06	-4.216309E-06	-4.242554E-06	-4.247742E-06	-4.259338E-06	-4.273987E-06

 0.725098	-3.880920E-06	-3.893433E-06	-3.878479E-06	-3.884888E-06	-3.894958E-06	-3.932495E-06	-3.954773E-06	-3.981018E-06	-4.004517E-06	-4.048157E-06	-4.061890E-06	-4.098511E-06	-4.090576E-06	-4.136963E-06	-4.137878E-06	-4.165344E-06	-4.182434E-06	-4.188843E-06	-4.200134E-06	-4.208984E-06

 0.722656	-3.856812E-06	-3.862915E-06	-3.854675E-06	-3.857727E-06	-3.867188E-06	-3.900146E-06	-3.923950E-06	-3.944092E-06	-3.965759E-06	-4.008179E-06	-4.023132E-06	-4.049683E-06	-4.042969E-06	-4.088440E-06	-4.090881E-06	-4.112854E-06	-4.128418E-06	-4.127808E-06	-4.139099E-06	-4.144287E-06

 0.720215	-3.831787E-06	-3.841248E-06	-3.831177E-06	-3.829651E-06	-3.833618E-06	-3.868713E-06	-3.887939E-06	-3.912659E-06	-3.929749E-06	-3.969116E-06	-3.983154E-06	-4.006042E-06	-4.001465E-06	-4.042358E-06	-4.039917E-06	-4.060974E-06	-4.075317E-06	-4.069824E-06	-4.079590E-06	-4.082031E-06

 0.717773	-3.806763E-06	-3.818665E-06	-3.806152E-06	-3.799744E-06	-3.804932E-06	-3.837280E-06	-3.856506E-06	-3.883057E-06	-3.896790E-06	-3.935852E-06	-3.941956E-06	-3.963928E-06	-3.952332E-06	-3.998718E-06	-3.987732E-06	-4.005432E-06	-4.024963E-06	-4.014587E-06	-4.017944E-06	-4.022522E-06

 0.715332	-3.780823E-06	-3.796692E-06	-3.781738E-06	-3.775940E-06	-3.779602E-06	-3.808594E-06	-3.824463E-06	-3.849792E-06	-3.865356E-06	-3.904419E-06	-3.900757E-06	-3.926697E-06	-3.908081E-06	-3.948669E-06	-3.939209E-06	-3.953247E-06	-3.968201E-06	-3.962402E-06	-3.965454E-06	-3.969727E-06

 0.712891	-3.755798E-06	-3.772583E-06	-3.757019E-06	-3.753052E-06	-3.757019E-06	-3.784790E-06	-3.800049E-06	-3.817749E-06	-3.830261E-06	-3.868713E-06	-3.865356E-06	-3.886414E-06	-3.865356E-06	-3.902893E-06	-3.890076E-06	-3.906860E-06	-3.916626E-06	-3.911438E-06	-3.911743E-06	-3.913269E-06

 0.710449	-3.733826E-06	-3.748169E-06	-3.738403E-06	-3.733521E-06	-3.733215E-06	-3.760376E-06	-3.772278E-06	-3.783264E-06	-3.794556E-06	-3.828125E-06	-3.828735E-06	-3.843079E-06	-3.826599E-06	-3.855896E-06	-3.842163E-06	-3.859863E-06	-3.861084E-06	-3.854980E-06	-3.860474E-06	-3.856201E-06

 0.708008	-3.714294E-06	-3.730469E-06	-3.718262E-06	-3.711853E-06	-3.706970E-06	-3.733826E-06	-3.744202E-06	-3.756714E-06	-3.759766E-06	-3.792725E-06	-3.797302E-06	-3.802795E-06	-3.787537E-06	-3.817139E-06	-3.801880E-06	-3.814392E-06	-3.817139E-06	-3.805237E-06	-3.804321E-06	-3.798523E-06

 0.705566	-3.696899E-06	-3.712769E-06	-3.701782E-06	-3.687744E-06	-3.683167E-06	-3.705139E-06	-3.713684E-06	-3.727417E-06	-3.731995E-06	-3.758850E-06	-3.756409E-06	-3.764648E-06	-3.743896E-06	-3.775635E-06	-3.755798E-06	-3.765564E-06	-3.769836E-06	-3.751221E-06	-3.751526E-06	-3.746948E-06

 0.703125	-3.672180E-06	-3.695984E-06	-3.678894E-06	-3.666992E-06	-3.658752E-06	-3.680725E-06	-3.684082E-06	-3.701172E-06	-3.701477E-06	-3.724060E-06	-3.718872E-06	-3.728027E-06	-3.701782E-06	-3.731384E-06	-3.707275E-06	-3.717957E-06	-3.720398E-06	-3.706970E-06	-3.700256E-06	-3.695679E-06

 0.700684	-3.651428E-06	-3.673706E-06	-3.659058E-06	-3.648376E-06	-3.641663E-06	-3.656921E-06	-3.660583E-06	-3.669434E-06	-3.671570E-06	-3.696289E-06	-3.681946E-06	-3.692017E-06	-3.660889E-06	-3.688660E-06	-3.664551E-06	-3.672180E-06	-3.672180E-06	-3.660583E-06	-3.652649E-06	-3.648987E-06

 0.698242	-3.629456E-06	-3.654785E-06	-3.639221E-06	-3.631287E-06	-3.619995E-06	-3.637085E-06	-3.635254E-06	-3.638306E-06	-3.637085E-06	-3.662109E-06	-3.649597E-06	-3.653259E-06	-3.625183E-06	-3.643799E-06	-3.619385E-06	-3.632507E-06	-3.622742E-06	-3.613281E-06	-3.607788E-06	-3.597717E-06

 0.695801	-3.612976E-06	-3.634949E-06	-3.625488E-06	-3.611755E-06	-3.597717E-06	-3.611450E-06	-3.610535E-06	-3.609314E-06	-3.605347E-06	-3.625183E-06	-3.618774E-06	-3.612671E-06	-3.588562E-06	-3.607788E-06	-3.581848E-06	-3.589783E-06	-3.580933E-06	-3.564453E-06	-3.558655E-06	-3.547058E-06

 0.693359	-3.593140E-06	-3.619995E-06	-3.606873E-06	-3.589172E-06	-3.572083E-06	-3.585205E-06	-3.579407E-06	-3.582764E-06	-3.574524E-06	-3.593445E-06	-3.579712E-06	-3.575439E-06	-3.549805E-06	-3.568115E-06	-3.539429E-06	-3.544006E-06	-3.537903E-06	-3.515930E-06	-3.511353E-06	-3.497925E-06

 0.690918	-3.571472E-06	-3.600769E-06	-3.584595E-06	-3.564758E-06	-3.546448E-06	-3.556824E-06	-3.551331E-06	-3.556519E-06	-3.545837E-06	-3.562927E-06	-3.542786E-06	-3.538513E-06	-3.506165E-06	-3.529968E-06	-3.497620E-06	-3.499146E-06	-3.496094E-06	-3.473206E-06	-3.461304E-06	-3.451843E-06

 0.688477	-3.547058E-06	-3.579712E-06	-3.563538E-06	-3.544617E-06	-3.527527E-06	-3.533020E-06	-3.523254E-06	-3.523560E-06	-3.516846E-06	-3.532715E-06	-3.504639E-06	-3.506775E-06	-3.467102E-06	-3.485413E-06	-3.453369E-06	-3.457031E-06	-3.448486E-06	-3.430786E-06	-3.421021E-06	-3.410339E-06

 0.686035	-3.525391E-06	-3.558655E-06	-3.543091E-06	-3.526917E-06	-3.506470E-06	-3.512268E-06	-3.500977E-06	-3.495178E-06	-3.482971E-06	-3.497620E-06	-3.476563E-06	-3.469238E-06	-3.431702E-06	-3.446655E-06	-3.410645E-06	-3.419189E-06	-3.407288E-06	-3.390198E-06	-3.376770E-06	-3.363953E-06

 0.683594	-3.507385E-06	-3.537292E-06	-3.526306E-06	-3.508606E-06	-3.484802E-06	-3.489075E-06	-3.475342E-06	-3.462219E-06	-3.450012E-06	-3.461914E-06	-3.441162E-06	-3.430786E-06	-3.396606E-06	-3.408203E-06	-3.374634E-06	-3.380127E-06	-3.364258E-06	-3.342896E-06	-3.338318E-06	-3.320007E-06

 0.681152	-3.488159E-06	-3.520508E-06	-3.508301E-06	-3.485413E-06	-3.458557E-06	-3.461914E-06	-3.447266E-06	-3.437500E-06	-3.417969E-06	-3.429871E-06	-3.410645E-06	-3.392944E-06	-3.361511E-06	-3.373413E-06	-3.337402E-06	-3.342896E-06	-3.329163E-06	-3.298950E-06	-3.293457E-06	-3.274536E-06

 0.678711	-3.468323E-06	-3.502808E-06	-3.487244E-06	-3.460388E-06	-3.432922E-06	-3.432617E-06	-3.415833E-06	-3.408203E-06	-3.389893E-06	-3.398132E-06	-3.370361E-06	-3.358154E-06	-3.321533E-06	-3.337708E-06	-3.298645E-06	-3.299866E-06	-3.291626E-06	-3.258667E-06	-3.250427E-06	-3.235168E-06

 0.676270	-3.443604E-06	-3.482666E-06	-3.464966E-06	-3.437195E-06	-3.408203E-06	-3.407898E-06	-3.385925E-06	-3.380127E-06	-3.359070E-06	-3.369446E-06	-3.336792E-06	-3.327026E-06	-3.283691E-06	-3.297119E-06	-3.258057E-06	-3.260803E-06	-3.251343E-06	-3.227539E-06	-3.212891E-06	-3.199768E-06

 0.673828	-3.421021E-06	-3.458252E-06	-3.440857E-06	-3.417053E-06	-3.388062E-06	-3.382568E-06	-3.362732E-06	-3.346863E-06	-3.328552E-06	-3.336487E-06	-3.304443E-06	-3.293457E-06	-3.247375E-06	-3.258972E-06	-3.221741E-06	-3.226624E-06	-3.211670E-06	-3.190002E-06	-3.177185E-06	-3.161621E-06

 0.671387	-3.399048E-06	-3.435669E-06	-3.418884E-06	-3.397217E-06	-3.363037E-06	-3.360291E-06	-3.335266E-06	-3.315125E-06	-3.292236E-06	-3.301086E-06	-3.273010E-06	-3.257141E-06	-3.218384E-06	-3.223267E-06	-3.184509E-06	-3.195190E-06	-3.174438E-06	-3.153381E-06	-3.143005E-06	-3.122559E-06

 0.668945	-3.382263E-06	-3.415222E-06	-3.401489E-06	-3.372498E-06	-3.337097E-06	-3.332214E-06	-3.307800E-06	-3.287048E-06	-3.261414E-06	-3.265991E-06	-3.237305E-06	-3.219299E-06	-3.184204E-06	-3.194275E-06	-3.154907E-06	-3.159790E-06	-3.144226E-06	-3.115845E-06	-3.103943E-06	-3.082581E-06

