Date: 01-10-09

Time: 13:10:54



Exp. Conditions:

Cyclic voltammetry

Start potential (V) = .0000

First vertex potential (V) = 1.5000

Second vertex potential (V) = -.2979

Step potential (V) = .00244

Scan rate (V/s) = .15001

Equilibration time (s) = 1

Number of Data Points =  1474 



 Potential	  Scan 1   	  Scan 2   	  Scan 3   	  Scan 4   	  Scan 5   	  Scan 6   	  Scan 7   	  Scan 8   	  Scan 9   	  Scan 10   	  Scan 11   	  Scan 12   	  Scan 13   	  Scan 14   	  Scan 15   	  Scan 16   	  Scan 17   	  Scan 18   	  Scan 19   	  Scan 20   	

 0.158691	-2.087097E-06	-1.674500E-06	-1.498718E-06	-1.354370E-06	-1.291809E-06	-1.209717E-06	-1.183777E-06	-1.067810E-06	-9.689331E-07	-9.515381E-07	-9.164429E-07	-8.847046E-07	-8.749390E-07	-8.392334E-07	-8.361816E-07	-7.980347E-07	-7.806396E-07	-7.580566E-07	-7.427979E-07	-7.296753E-07

 0.161133	-2.074585E-06	-1.663818E-06	-1.489563E-06	-1.347046E-06	-1.283875E-06	-1.197815E-06	-1.173096E-06	-1.059570E-06	-9.609985E-07	-9.381104E-07	-9.103394E-07	-8.712769E-07	-8.654785E-07	-8.300781E-07	-8.300781E-07	-7.925415E-07	-7.666016E-07	-7.562256E-07	-7.315063E-07	-7.208252E-07

 0.163574	-2.059937E-06	-1.653442E-06	-1.481018E-06	-1.334229E-06	-1.268005E-06	-1.185303E-06	-1.162720E-06	-1.050110E-06	-9.527588E-07	-9.310913E-07	-9.030151E-07	-8.639526E-07	-8.618164E-07	-8.169556E-07	-8.248901E-07	-7.849121E-07	-7.589722E-07	-7.455444E-07	-7.284546E-07	-7.171631E-07

 0.166016	-2.042542E-06	-1.643066E-06	-1.469727E-06	-1.322937E-06	-1.254272E-06	-1.173096E-06	-1.148376E-06	-1.036987E-06	-9.475708E-07	-9.243774E-07	-8.969116E-07	-8.523560E-07	-8.541870E-07	-8.087158E-07	-8.123779E-07	-7.733154E-07	-7.498169E-07	-7.360840E-07	-7.226563E-07	-7.116699E-07

 0.168457	-2.021790E-06	-1.628418E-06	-1.455688E-06	-1.308289E-06	-1.242371E-06	-1.163635E-06	-1.138000E-06	-1.026917E-06	-9.344482E-07	-9.194946E-07	-8.843994E-07	-8.474731E-07	-8.441162E-07	-8.035278E-07	-8.041382E-07	-7.656860E-07	-7.452393E-07	-7.250977E-07	-7.165527E-07	-7.040405E-07

 0.170898	-2.005920E-06	-1.611328E-06	-1.441040E-06	-1.299744E-06	-1.231995E-06	-1.156311E-06	-1.127625E-06	-1.015930E-06	-9.234619E-07	-9.054565E-07	-8.737183E-07	-8.410645E-07	-8.334351E-07	-7.968140E-07	-7.925415E-07	-7.577515E-07	-7.397461E-07	-7.192993E-07	-7.031250E-07	-6.927490E-07

 0.173340	-1.989441E-06	-1.600342E-06	-1.429749E-06	-1.289368E-06	-1.226196E-06	-1.145935E-06	-1.120605E-06	-1.010132E-06	-9.121704E-07	-8.972168E-07	-8.645630E-07	-8.322144E-07	-8.239746E-07	-7.858276E-07	-7.907104E-07	-7.540894E-07	-7.278442E-07	-7.147217E-07	-6.951904E-07	-6.838989E-07

 0.175781	-1.976318E-06	-1.587524E-06	-1.418152E-06	-1.280518E-06	-1.212769E-06	-1.135254E-06	-1.109314E-06	-9.997559E-07	-9.051514E-07	-8.834839E-07	-8.569336E-07	-8.218384E-07	-8.193970E-07	-7.766724E-07	-7.812500E-07	-7.440186E-07	-7.196045E-07	-7.067871E-07	-6.893921E-07	-6.771851E-07

 0.178223	-1.959534E-06	-1.580505E-06	-1.409302E-06	-1.265564E-06	-1.200867E-06	-1.121826E-06	-1.096191E-06	-9.878540E-07	-9.008789E-07	-8.801270E-07	-8.535767E-07	-8.090210E-07	-8.114624E-07	-7.656860E-07	-7.727051E-07	-7.354736E-07	-7.070923E-07	-6.976318E-07	-6.829834E-07	-6.735229E-07

 0.180664	-1.942444E-06	-1.561890E-06	-1.395569E-06	-1.251831E-06	-1.186218E-06	-1.109924E-06	-1.084900E-06	-9.750366E-07	-8.914185E-07	-8.712769E-07	-8.404541E-07	-8.041382E-07	-8.032227E-07	-7.611084E-07	-7.592773E-07	-7.229614E-07	-7.049561E-07	-6.860352E-07	-6.777954E-07	-6.643677E-07

 0.183105	-1.923218E-06	-1.549683E-06	-1.380310E-06	-1.240540E-06	-1.179199E-06	-1.101074E-06	-1.074829E-06	-9.643555E-07	-8.798218E-07	-8.624268E-07	-8.309937E-07	-7.962036E-07	-7.910156E-07	-7.559204E-07	-7.504272E-07	-7.156372E-07	-6.976318E-07	-6.796265E-07	-6.661987E-07	-6.546021E-07

 0.185547	-1.908264E-06	-1.532593E-06	-1.369934E-06	-1.231384E-06	-1.171265E-06	-1.096191E-06	-1.070251E-06	-9.591675E-07	-8.685303E-07	-8.520508E-07	-8.190918E-07	-7.916260E-07	-7.821655E-07	-7.501221E-07	-7.437134E-07	-7.131958E-07	-6.915283E-07	-6.738281E-07	-6.579590E-07	-6.448364E-07

 0.187988	-1.894531E-06	-1.523438E-06	-1.358643E-06	-1.223450E-06	-1.159058E-06	-1.080933E-06	-1.060181E-06	-9.512329E-07	-8.612061E-07	-8.407593E-07	-8.157349E-07	-7.781982E-07	-7.742310E-07	-7.391357E-07	-7.388306E-07	-7.058716E-07	-6.793213E-07	-6.704712E-07	-6.484985E-07	-6.396484E-07

 0.190430	-1.879272E-06	-1.511536E-06	-1.351929E-06	-1.207581E-06	-1.147461E-06	-1.070557E-06	-1.046753E-06	-9.393311E-07	-8.517456E-07	-8.337402E-07	-8.050537E-07	-7.687378E-07	-7.699585E-07	-7.299805E-07	-7.296753E-07	-6.964111E-07	-6.710815E-07	-6.579590E-07	-6.463623E-07	-6.347656E-07

 0.192871	-1.861267E-06	-1.501465E-06	-1.336060E-06	-1.195984E-06	-1.131287E-06	-1.056519E-06	-1.033020E-06	-9.271240E-07	-8.486938E-07	-8.255005E-07	-7.995605E-07	-7.592773E-07	-7.614136E-07	-7.257080E-07	-7.180786E-07	-6.860352E-07	-6.637573E-07	-6.500244E-07	-6.393433E-07	-6.286621E-07

 0.195313	-1.840515E-06	-1.485596E-06	-1.323242E-06	-1.182251E-06	-1.122437E-06	-1.047974E-06	-1.023865E-06	-9.173584E-07	-8.358765E-07	-8.206177E-07	-7.891846E-07	-7.525635E-07	-7.495117E-07	-7.183838E-07	-7.098389E-07	-6.771851E-07	-6.579590E-07	-6.387329E-07	-6.283569E-07	-6.176758E-07

 0.197754	-1.824341E-06	-1.469116E-06	-1.306458E-06	-1.175842E-06	-1.112976E-06	-1.039734E-06	-1.017456E-06	-9.100342E-07	-8.233643E-07	-8.059692E-07	-7.766724E-07	-7.489014E-07	-7.385254E-07	-7.131958E-07	-7.025146E-07	-6.707764E-07	-6.515503E-07	-6.344604E-07	-6.185913E-07	-6.079102E-07

 0.200195	-1.809082E-06	-1.459351E-06	-1.298828E-06	-1.165161E-06	-1.105042E-06	-1.030579E-06	-1.008911E-06	-9.048462E-07	-8.114624E-07	-7.980347E-07	-7.699585E-07	-7.351685E-07	-7.318115E-07	-6.973267E-07	-6.988525E-07	-6.680298E-07	-6.399536E-07	-6.295776E-07	-6.094360E-07	-5.993652E-07

 0.202637	-1.798096E-06	-1.447449E-06	-1.289063E-06	-1.153564E-06	-1.090698E-06	-1.018372E-06	-9.973145E-07	-8.941650E-07	-8.062744E-07	-7.867432E-07	-7.626343E-07	-7.275391E-07	-7.269287E-07	-6.869507E-07	-6.896973E-07	-6.570435E-07	-6.317139E-07	-6.188965E-07	-6.039429E-07	-5.932617E-07

 0.205078	-1.779785E-06	-1.439209E-06	-1.278381E-06	-1.139221E-06	-1.079712E-06	-1.004944E-06	-9.841919E-07	-8.831787E-07	-8.004761E-07	-7.827759E-07	-7.580566E-07	-7.147217E-07	-7.199097E-07	-6.777954E-07	-6.805420E-07	-6.491089E-07	-6.216431E-07	-6.106567E-07	-5.993652E-07	-5.902100E-07

 0.207520	-1.762695E-06	-1.423035E-06	-1.262512E-06	-1.126099E-06	-1.065369E-06	-9.967041E-07	-9.719849E-07	-8.703613E-07	-7.858276E-07	-7.751465E-07	-7.446289E-07	-7.113647E-07	-7.095337E-07	-6.732178E-07	-6.680298E-07	-6.362915E-07	-6.185913E-07	-5.996704E-07	-5.905151E-07	-5.786133E-07

 0.209961	-1.742859E-06	-1.408691E-06	-1.246948E-06	-1.116638E-06	-1.059265E-06	-9.875488E-07	-9.637451E-07	-8.624268E-07	-7.760620E-07	-7.638550E-07	-7.373047E-07	-7.034302E-07	-6.967163E-07	-6.671143E-07	-6.628418E-07	-6.311035E-07	-6.109619E-07	-5.950928E-07	-5.792236E-07	-5.715942E-07

 0.212402	-1.729431E-06	-1.391907E-06	-1.235352E-06	-1.107178E-06	-1.050110E-06	-9.796143E-07	-9.570313E-07	-8.551025E-07	-7.635498E-07	-7.534790E-07	-7.241821E-07	-6.954956E-07	-6.906128E-07	-6.567383E-07	-6.558228E-07	-6.259155E-07	-6.018066E-07	-5.877686E-07	-5.706787E-07	-5.590820E-07

 0.214844	-1.715393E-06	-1.384277E-06	-1.224976E-06	-1.098633E-06	-1.038513E-06	-9.664917E-07	-9.432983E-07	-8.465576E-07	-7.595825E-07	-7.415771E-07	-7.208252E-07	-6.811523E-07	-6.823730E-07	-6.533813E-07	-6.515503E-07	-6.192017E-07	-5.905151E-07	-5.825806E-07	-5.645752E-07	-5.545044E-07

 0.217285	-1.699829E-06	-1.373901E-06	-1.218872E-06	-1.083069E-06	-1.024475E-06	-9.542847E-07	-9.320068E-07	-8.346558E-07	-7.501221E-07	-7.366943E-07	-7.141113E-07	-6.719971E-07	-6.781006E-07	-6.365967E-07	-6.396484E-07	-6.069946E-07	-5.825806E-07	-5.691528E-07	-5.587769E-07	-5.490112E-07

 0.219727	-1.682129E-06	-1.359558E-06	-1.200562E-06	-1.070251E-06	-1.011047E-06	-9.426880E-07	-9.161377E-07	-8.203125E-07	-7.412720E-07	-7.278442E-07	-7.034302E-07	-6.649780E-07	-6.674194E-07	-6.347656E-07	-6.292725E-07	-5.966187E-07	-5.746460E-07	-5.603027E-07	-5.508423E-07	-5.438232E-07

 0.222168	-1.662292E-06	-1.344910E-06	-1.188049E-06	-1.058655E-06	-1.003723E-06	-9.338379E-07	-9.082031E-07	-8.117676E-07	-7.296753E-07	-7.214355E-07	-6.927490E-07	-6.582642E-07	-6.561279E-07	-6.265259E-07	-6.185913E-07	-5.908203E-07	-5.712891E-07	-5.517578E-07	-5.413818E-07	-5.322266E-07

 0.224609	-1.649170E-06	-1.330872E-06	-1.174316E-06	-1.053467E-06	-9.918213E-07	-9.283447E-07	-9.005737E-07	-8.035278E-07	-7.174683E-07	-7.080078E-07	-6.820679E-07	-6.518555E-07	-6.457520E-07	-6.195068E-07	-6.143188E-07	-5.828857E-07	-5.621338E-07	-5.490112E-07	-5.303955E-07	-5.206299E-07

 0.227051	-1.635132E-06	-1.321106E-06	-1.165466E-06	-1.041565E-06	-9.835815E-07	-9.124756E-07	-8.929443E-07	-7.971191E-07	-7.116699E-07	-6.988525E-07	-6.768799E-07	-6.387329E-07	-6.381226E-07	-6.079102E-07	-6.103516E-07	-5.792236E-07	-5.502319E-07	-5.422974E-07	-5.236816E-07	-5.154419E-07

 0.229492	-1.622009E-06	-1.309509E-06	-1.156311E-06	-1.028748E-06	-9.686279E-07	-9.011841E-07	-8.801270E-07	-7.836914E-07	-7.037354E-07	-6.890869E-07	-6.680298E-07	-6.286621E-07	-6.341553E-07	-5.938721E-07	-5.981445E-07	-5.651855E-07	-5.413818E-07	-5.313110E-07	-5.200195E-07	-5.084229E-07

 0.231934	-1.601868E-06	-1.296997E-06	-1.141968E-06	-1.014099E-06	-9.564209E-07	-8.862305E-07	-8.670044E-07	-7.723999E-07	-6.994629E-07	-6.842041E-07	-6.622314E-07	-6.182861E-07	-6.234741E-07	-5.856323E-07	-5.899048E-07	-5.560303E-07	-5.337524E-07	-5.218506E-07	-5.136108E-07	-5.053711E-07

 0.234375	-1.584473E-06	-1.278687E-06	-1.128845E-06	-1.000977E-06	-9.429932E-07	-8.786011E-07	-8.563232E-07	-7.598877E-07	-6.842041E-07	-6.741333E-07	-6.478882E-07	-6.140137E-07	-6.140137E-07	-5.789185E-07	-5.764771E-07	-5.441284E-07	-5.288696E-07	-5.099487E-07	-5.020142E-07	-4.928589E-07

 0.236816	-1.567078E-06	-1.264343E-06	-1.113281E-06	-9.939575E-07	-9.356689E-07	-8.691406E-07	-8.477783E-07	-7.516479E-07	-6.762695E-07	-6.658936E-07	-6.375122E-07	-6.057739E-07	-5.996704E-07	-5.758667E-07	-5.718994E-07	-5.380249E-07	-5.218506E-07	-5.075073E-07	-4.916382E-07	-4.858398E-07

 0.239258	-1.554260E-06	-1.249695E-06	-1.104126E-06	-9.863281E-07	-9.243774E-07	-8.615112E-07	-8.413696E-07	-7.440186E-07	-6.631470E-07	-6.509399E-07	-6.265259E-07	-5.966187E-07	-5.953979E-07	-5.615234E-07	-5.664063E-07	-5.328369E-07	-5.111694E-07	-5.004883E-07	-4.837036E-07	-4.739380E-07

 0.241699	-1.541443E-06	-1.240234E-06	-1.091309E-06	-9.756470E-07	-9.100342E-07	-8.468628E-07	-8.267212E-07	-7.308960E-07	-6.591797E-07	-6.411743E-07	-6.219482E-07	-5.844116E-07	-5.871582E-07	-5.532837E-07	-5.590820E-07	-5.230713E-07	-4.995728E-07	-4.940796E-07	-4.760742E-07	-4.718018E-07

 0.244141	-1.523743E-06	-1.228943E-06	-1.084900E-06	-9.585571E-07	-8.987427E-07	-8.346558E-07	-8.157349E-07	-7.202148E-07	-6.524658E-07	-6.372070E-07	-6.149292E-07	-5.743408E-07	-5.822754E-07	-5.438232E-07	-5.480957E-07	-5.123901E-07	-4.928589E-07	-4.809570E-07	-4.739380E-07	-4.641724E-07

 0.246582	-1.506653E-06	-1.211548E-06	-1.066284E-06	-9.460449E-07	-8.856201E-07	-8.242798E-07	-8.004761E-07	-7.055664E-07	-6.405640E-07	-6.301880E-07	-6.015015E-07	-5.682373E-07	-5.697632E-07	-5.407715E-07	-5.364990E-07	-5.010986E-07	-4.867554E-07	-4.727173E-07	-4.620361E-07	-4.559326E-07

 0.249023	-1.487427E-06	-1.197815E-06	-1.051636E-06	-9.329224E-07	-8.761597E-07	-8.145142E-07	-7.940674E-07	-6.979370E-07	-6.301880E-07	-6.207275E-07	-5.914307E-07	-5.599976E-07	-5.593872E-07	-5.328369E-07	-5.279541E-07	-4.956055E-07	-4.818726E-07	-4.647827E-07	-4.568481E-07	-4.483337E-07

 0.251465	-1.475830E-06	-1.181335E-06	-1.040649E-06	-9.259033E-07	-8.673096E-07	-8.074951E-07	-7.852173E-07	-6.903076E-07	-6.158447E-07	-6.045532E-07	-5.801392E-07	-5.538940E-07	-5.493164E-07	-5.233765E-07	-5.224609E-07	-4.864502E-07	-4.708862E-07	-4.614258E-07	-4.465332E-07	-4.401855E-07

 0.253906	-1.460266E-06	-1.174316E-06	-1.030884E-06	-9.161377E-07	-8.557129E-07	-7.910156E-07	-7.745361E-07	-6.823730E-07	-6.091309E-07	-5.944824E-07	-5.767822E-07	-5.407715E-07	-5.438232E-07	-5.114746E-07	-5.172729E-07	-4.852295E-07	-4.605103E-07	-4.565430E-07	-4.420471E-07	-4.337769E-07

 0.256348	-1.447754E-06	-1.161499E-06	-1.020508E-06	-9.020996E-07	-8.413696E-07	-7.803345E-07	-7.611084E-07	-6.683350E-07	-5.990601E-07	-5.862427E-07	-5.682373E-07	-5.322266E-07	-5.383301E-07	-4.989624E-07	-5.038452E-07	-4.693604E-07	-4.537964E-07	-4.462280E-07	-4.363098E-07	-4.272156E-07

 0.258789	-1.426697E-06	-1.148376E-06	-1.005554E-06	-8.859253E-07	-8.279419E-07	-7.653809E-07	-7.467651E-07	-6.564331E-07	-5.920410E-07	-5.801392E-07	-5.596924E-07	-5.218506E-07	-5.258179E-07	-4.925537E-07	-4.956055E-07	-4.611206E-07	-4.483032E-07	-4.352722E-07	-4.268494E-07	-4.212646E-07

 0.261230	-1.409912E-06	-1.130981E-06	-9.927368E-07	-8.740234E-07	-8.169556E-07	-7.565308E-07	-7.382202E-07	-6.448364E-07	-5.789185E-07	-5.703735E-07	-5.459595E-07	-5.181885E-07	-5.175781E-07	-4.852295E-07	-4.821777E-07	-4.544067E-07	-4.440308E-07	-4.268188E-07	-4.185181E-07	-4.090576E-07

 0.263672	-1.394348E-06	-1.116028E-06	-9.768677E-07	-8.676147E-07	-8.096313E-07	-7.513428E-07	-7.272339E-07	-6.384277E-07	-5.682373E-07	-5.603027E-07	-5.374146E-07	-5.093384E-07	-5.047607E-07	-4.812622E-07	-4.800415E-07	-4.500427E-07	-4.340210E-07	-4.236145E-07	-4.052124E-07	-3.995667E-07

 0.266113	-1.380920E-06	-1.103821E-06	-9.692383E-07	-8.590698E-07	-7.971191E-07	-7.373047E-07	-7.202148E-07	-6.301880E-07	-5.566406E-07	-5.487061E-07	-5.288696E-07	-4.986572E-07	-4.992676E-07	-4.656982E-07	-4.693604E-07	-4.435120E-07	-4.242554E-07	-4.158325E-07	-3.994446E-07	-3.904114E-07

 0.268555	-1.368408E-06	-1.091614E-06	-9.576416E-07	-8.438110E-07	-7.833862E-07	-7.241821E-07	-7.043457E-07	-6.170654E-07	-5.526733E-07	-5.380249E-07	-5.227661E-07	-4.876709E-07	-4.904175E-07	-4.544067E-07	-4.632568E-07	-4.328308E-07	-4.125366E-07	-4.058533E-07	-3.917542E-07	-3.892517E-07

 0.270996	-1.349487E-06	-1.081238E-06	-9.451294E-07	-8.294678E-07	-7.702637E-07	-7.092285E-07	-6.939697E-07	-6.060791E-07	-5.435181E-07	-5.331421E-07	-5.145264E-07	-4.769897E-07	-4.830933E-07	-4.495239E-07	-4.495239E-07	-4.234009E-07	-4.065857E-07	-3.942871E-07	-3.870544E-07	-3.800964E-07

 0.273438	-1.334534E-06	-1.062927E-06	-9.283447E-07	-8.190918E-07	-7.580566E-07	-7.003784E-07	-6.802368E-07	-5.905151E-07	-5.313110E-07	-5.249023E-07	-5.014038E-07	-4.705811E-07	-4.711914E-07	-4.479065E-07	-4.423523E-07	-4.107361E-07	-3.999329E-07	-3.848572E-07	-3.746033E-07	-3.707886E-07

 0.275879	-1.313782E-06	-1.047058E-06	-9.143066E-07	-8.081055E-07	-7.495117E-07	-6.900024E-07	-6.719971E-07	-5.825806E-07	-5.203247E-07	-5.123901E-07	-4.895020E-07	-4.641724E-07	-4.574585E-07	-4.407349E-07	-4.356079E-07	-4.053345E-07	-3.941956E-07	-3.778381E-07	-3.667603E-07	-3.591309E-07

 0.278320	-1.303101E-06	-1.031189E-06	-9.024048E-07	-8.029175E-07	-7.397461E-07	-6.829834E-07	-6.646729E-07	-5.718994E-07	-5.072021E-07	-4.986572E-07	-4.776001E-07	-4.525757E-07	-4.513550E-07	-4.316711E-07	-4.277649E-07	-3.972168E-07	-3.811646E-07	-3.741760E-07	-3.545837E-07	-3.511353E-07

 0.280762	-1.288147E-06	-1.023865E-06	-8.926392E-07	-7.882690E-07	-7.263184E-07	-6.658936E-07	-6.500244E-07	-5.648804E-07	-5.014038E-07	-4.888916E-07	-4.730225E-07	-4.440918E-07	-4.478760E-07	-4.194336E-07	-4.220886E-07	-3.898315E-07	-3.700562E-07	-3.633118E-07	-3.507080E-07	-3.457031E-07

 0.283203	-1.275024E-06	-1.011047E-06	-8.822632E-07	-7.736206E-07	-7.116699E-07	-6.549072E-07	-6.372070E-07	-5.502319E-07	-4.928589E-07	-4.809570E-07	-4.669189E-07	-4.337158E-07	-4.440308E-07	-4.095764E-07	-4.080505E-07	-3.759155E-07	-3.614807E-07	-3.532104E-07	-3.434143E-07	-3.392639E-07

 0.285645	-1.254578E-06	-9.963989E-07	-8.645630E-07	-7.589722E-07	-6.988525E-07	-6.402588E-07	-6.216431E-07	-5.380249E-07	-4.833984E-07	-4.748535E-07	-4.541016E-07	-4.245605E-07	-4.269409E-07	-4.033203E-07	-3.986816E-07	-3.668213E-07	-3.543396E-07	-3.422241E-07	-3.338318E-07	-3.292236E-07

 0.288086	-1.237183E-06	-9.808350E-07	-8.502197E-07	-7.473755E-07	-6.881714E-07	-6.335449E-07	-6.130981E-07	-5.267334E-07	-4.687500E-07	-4.626465E-07	-4.444885E-07	-4.194641E-07	-4.182434E-07	-3.943481E-07	-3.859253E-07	-3.567505E-07	-3.511353E-07	-3.354797E-07	-3.222351E-07	-3.178406E-07

 0.290527	-1.222839E-06	-9.646606E-07	-8.370972E-07	-7.382202E-07	-6.854248E-07	-6.246948E-07	-6.033325E-07	-5.181885E-07	-4.586792E-07	-4.507446E-07	-4.343262E-07	-4.083252E-07	-4.047241E-07	-3.845215E-07	-3.833923E-07	-3.518372E-07	-3.368225E-07	-3.286133E-07	-3.137512E-07	-3.082275E-07

 0.292969	-1.207581E-06	-9.530640E-07	-8.306885E-07	-7.254028E-07	-6.680298E-07	-6.109619E-07	-5.953979E-07	-5.108643E-07	-4.476929E-07	-4.407959E-07	-4.263306E-07	-3.963318E-07	-4.006348E-07	-3.705444E-07	-3.772888E-07	-3.445129E-07	-3.289795E-07	-3.208008E-07	-3.069153E-07	-3.006287E-07

 0.295410	-1.195984E-06	-9.405518E-07	-8.184814E-07	-7.128906E-07	-6.521606E-07	-5.981445E-07	-5.786133E-07	-4.956055E-07	-4.448242E-07	-4.332886E-07	-4.208374E-07	-3.840332E-07	-3.902893E-07	-3.601990E-07	-3.688354E-07	-3.305359E-07	-3.152771E-07	-3.085632E-07	-2.997131E-07	-2.957458E-07

 0.297852	-1.176147E-06	-9.280396E-07	-8.035278E-07	-6.958008E-07	-6.372070E-07	-5.862427E-07	-5.664063E-07	-4.837036E-07	-4.353638E-07	-4.245911E-07	-4.090881E-07	-3.738403E-07	-3.791504E-07	-3.504944E-07	-3.537598E-07	-3.186035E-07	-3.096008E-07	-2.961426E-07	-2.938538E-07	-2.854004E-07

 0.300293	-1.161194E-06	-9.094238E-07	-7.876587E-07	-6.842041E-07	-6.262207E-07	-5.798340E-07	-5.538940E-07	-4.687500E-07	-4.232483E-07	-4.158020E-07	-3.957214E-07	-3.666077E-07	-3.681030E-07	-3.468323E-07	-3.395996E-07	-3.075256E-07	-3.020325E-07	-2.892151E-07	-2.775574E-07	-2.762756E-07

 0.302734	-1.142883E-06	-8.953857E-07	-7.717896E-07	-6.753540E-07	-6.164551E-07	-5.709839E-07	-5.474854E-07	-4.632568E-07	-4.110413E-07	-4.052124E-07	-3.841553E-07	-3.604431E-07	-3.548279E-07	-3.385010E-07	-3.340149E-07	-3.025818E-07	-2.932434E-07	-2.810974E-07	-2.699890E-07	-2.622070E-07

 0.305176	-1.132813E-06	-8.798218E-07	-7.620239E-07	-6.646729E-07	-6.051636E-07	-5.709839E-07	-5.371094E-07	-4.534912E-07	-3.984680E-07	-3.891602E-07	-3.737488E-07	-3.474121E-07	-3.488770E-07	-3.264160E-07	-3.240662E-07	-2.937927E-07	-2.810974E-07	-2.752991E-07	-2.582703E-07	-2.579041E-07

 0.307617	-1.118469E-06	-8.703613E-07	-7.504272E-07	-6.527710E-07	-5.935669E-07	-5.667114E-07	-5.209351E-07	-4.437256E-07	-3.927917E-07	-3.807373E-07	-3.680115E-07	-3.333435E-07	-3.393555E-07	-3.121033E-07	-3.171692E-07	-2.850037E-07	-2.675781E-07	-2.618713E-07	-2.537537E-07	-2.489319E-07

 0.310059	-1.101074E-06	-8.557129E-07	-7.388306E-07	-6.359863E-07	-5.770874E-07	-5.468750E-07	-5.084229E-07	-4.323425E-07	-3.811035E-07	-3.714905E-07	-3.571167E-07	-3.234863E-07	-3.317566E-07	-3.017883E-07	-3.032532E-07	-2.701416E-07	-2.616272E-07	-2.509766E-07	-2.445984E-07	-2.417603E-07

 0.312500	-1.084290E-06	-8.410645E-07	-7.232666E-07	-6.237793E-07	-5.661011E-07	-5.303955E-07	-4.949951E-07	-4.204102E-07	-3.729248E-07	-3.657532E-07	-3.452148E-07	-3.157349E-07	-3.176575E-07	-2.953491E-07	-2.934875E-07	-2.609863E-07	-2.541199E-07	-2.398682E-07	-2.343750E-07	-2.294312E-07

 0.314941	-1.067200E-06	-8.242798E-07	-7.086182E-07	-6.118774E-07	-5.545044E-07	-5.303955E-07	-4.867554E-07	-4.105835E-07	-3.577881E-07	-3.501892E-07	-3.298645E-07	-3.099060E-07	-3.062439E-07	-2.866821E-07	-2.820740E-07	-2.509766E-07	-2.481079E-07	-2.320557E-07	-2.226868E-07	-2.170715E-07

 0.317383	-1.052246E-06	-8.093262E-07	-6.939697E-07	-6.097412E-07	-5.447388E-07	-5.099487E-07	-4.760742E-07	-4.001770E-07	-3.458252E-07	-3.385010E-07	-3.205261E-07	-2.940674E-07	-2.936096E-07	-2.732239E-07	-2.762451E-07	-2.448120E-07	-2.310181E-07	-2.267761E-07	-2.078552E-07	-2.073669E-07

 0.319824	-1.038818E-06	-7.998657E-07	-6.857300E-07	-5.926514E-07	-5.300903E-07	-4.965210E-07	-4.656982E-07	-3.927002E-07	-3.350525E-07	-3.242493E-07	-3.117371E-07	-2.823486E-07	-2.880554E-07	-2.604370E-07	-2.655029E-07	-2.348633E-07	-2.222900E-07	-2.139587E-07	-2.047119E-07	-2.009583E-07

 0.322266	-1.026306E-06	-7.873535E-07	-6.735229E-07	-5.783081E-07	-5.175781E-07	-4.846191E-07	-4.489136E-07	-3.755188E-07	-3.284302E-07	-3.179626E-07	-3.041992E-07	-2.685852E-07	-2.801208E-07	-2.485657E-07	-2.555237E-07	-2.215576E-07	-2.099915E-07	-2.051086E-07	-1.971130E-07	-1.962891E-07

 0.324707	-1.005859E-06	-7.717896E-07	-6.585693E-07	-5.603027E-07	-5.020142E-07	-4.696655E-07	-4.351807E-07	-3.653564E-07	-3.170471E-07	-3.096619E-07	-2.898254E-07	-2.612000E-07	-2.645264E-07	-2.389526E-07	-2.415161E-07	-2.090149E-07	-2.042847E-07	-1.909485E-07	-1.852722E-07	-1.823730E-07

 0.327148	-9.893799E-07	-7.537842E-07	-6.423950E-07	-5.499268E-07	-4.934692E-07	-4.608154E-07	-4.293518E-07	-3.503723E-07	-3.019714E-07	-2.951355E-07	-2.757263E-07	-2.520752E-07	-2.527771E-07	-2.338257E-07	-2.292480E-07	-2.004395E-07	-1.970215E-07	-1.831665E-07	-1.717224E-07	-1.722412E-07

 0.329590	-9.744263E-07	-7.385254E-07	-6.280518E-07	-5.395508E-07	-4.830933E-07	-4.531860E-07	-4.204712E-07	-3.435364E-07	-2.904663E-07	-2.834778E-07	-2.631836E-07	-2.428284E-07	-2.402344E-07	-2.216492E-07	-2.224731E-07	-1.935120E-07	-1.827087E-07	-1.748962E-07	-1.611328E-07	-1.581726E-07

 0.332031	-9.625244E-07	-7.241821E-07	-6.167603E-07	-5.264282E-07	-4.702759E-07	-4.409790E-07	-4.082947E-07	-3.320923E-07	-2.784424E-07	-2.692566E-07	-2.538147E-07	-2.287598E-07	-2.333984E-07	-2.106934E-07	-2.131042E-07	-1.845093E-07	-1.720886E-07	-1.672974E-07	-1.512756E-07	-1.517334E-07

 0.334473	-9.466553E-07	-7.141113E-07	-6.069946E-07	-5.123901E-07	-4.562378E-07	-4.285278E-07	-3.940125E-07	-3.195190E-07	-2.710571E-07	-2.611389E-07	-2.469482E-07	-2.156372E-07	-2.243347E-07	-1.952515E-07	-2.010498E-07	-1.701660E-07	-1.588135E-07	-1.524658E-07	-1.453247E-07	-1.433411E-07

